,ID_start,ID_end,connexion capacity
32448,CDG,MAD,7148
32449,CDG,MEX,6318
32450,CDG,MIA,7148
32451,CDG,NBO,3235
32452,CDG,ORD,7148
32453,CDG,PEK,7148
32454,CDG,PVG,7148
32455,CDG,SCL,2648
32456,CDG,SEA,6701
32457,CDG,SFO,7148
32458,CDG,SGN,4521
32459,CDG,SIN,7148
32460,CDG,SVO,5943
32461,CDG,TPE,7148
32462,CDG,TUN,2369
32463,CDG,YYZ,7148
32464,CLT,ATL,10723
32465,CLT,BOS,7824
32466,CLT,CDG,10723
32467,CLT,DEN,6279
32468,CLT,DFW,10723
32469,CLT,EWR,10723
32470,CLT,FRA,10723
32471,CLT,GRU,10723
32472,CLT,IAH,10723
32473,CLT,JFK,10723
32474,CLT,LAS,7296
32475,CLT,LAX,10723
32476,CLT,LHR,10723
32477,CLT,MCO,7296
32478,CLT,MEX,9478
32479,CLT,MIA,10723
32480,CLT,ORD,10723
32481,CLT,PHX,5790
32482,CLT,SEA,10052
32483,CLT,SFO,10723
32484,CLT,YYZ,10723
32485,DEN,ATL,10254
32486,DEN,BOS,7482
32487,DEN,CLT,6977
32488,DEN,DFW,10254
32489,DEN,EWR,10254
32490,DEN,FRA,10254
32491,DEN,IAH,10254
32492,DEN,JFK,10254
32493,DEN,LAS,6977
32494,DEN,LAX,10254
32495,DEN,LHR,10254
32496,DEN,MCO,6977
32497,DEN,MEX,9063
32498,DEN,MIA,10254
32499,DEN,ORD,10254
32500,DEN,PHX,5537
32501,DEN,SEA,9613
32502,DEN,SFO,10254
32503,DEN,YYZ,10254
32504,DFW,AMS,12185
32505,DFW,ATL,12185
32506,DFW,BOG,6580
32507,DFW,BOS,8891
32508,DFW,CDG,12185
32509,DFW,CLT,8291
32510,DFW,DEN,7135
32511,DFW,DXB,12185
32512,DFW,EWR,12185
32513,DFW,EZE,6039
32514,DFW,FRA,12185
32515,DFW,GRU,12185
32516,DFW,IAH,12185
32517,DFW,ICN,12185
32518,DFW,JFK,12185
32519,DFW,LAS,8291
32520,DFW,LAX,12185
32521,DFW,LHR,12185
32522,DFW,LIM,6039
32523,DFW,MAD,12185
32524,DFW,MCO,8291
32525,DFW,MEX,10770
32526,DFW,MIA,12185
32527,DFW,ORD,12185
32528,DFW,PHX,6580
32529,DFW,SCL,4513
32530,DFW,SEA,11423
32531,DFW,SFO,12185
32532,DFW,YYZ,12185
32533,DXB,ADD,4193
32534,DXB,ADL,1242
32535,DXB,ALG,2876
32536,DXB,AMS,7765
32537,DXB,ATL,7765
32538,DXB,BCN,5666
32539,DXB,BKK,7765
32540,DXB,BOM,4547
32541,DXB,BOS,5666
32542,DXB,CAI,7280
32543,DXB,CAN,7765
32544,DXB,CDG,7765
32545,DXB,CGK,4547
32546,DXB,CMN,3848
32547,DXB,CPT,613
32548,DXB,DEL,7280
32549,DXB,DFW,7765
32550,DXB,DOH,7765
32551,DXB,FRA,7765
32552,DXB,GRU,7765
32553,DXB,HKG,7765
32554,DXB,HND,3848
32555,DXB,IAH,7765
32556,DXB,ICN,7765
32557,DXB,IST,7765
32558,DXB,JED,6864
32559,DXB,JFK,7765
32560,DXB,JNB,5284
32561,DXB,KMG,3514
32562,DXB,KUL,7765
32563,DXB,LAX,7765
32564,DXB,LGW,2876
32565,DXB,LHR,7765
32566,DXB,LOS,3514
32567,DXB,MAD,7765
32568,DXB,MEL,3848
32569,DXB,MNL,4911
32570,DXB,NBO,3514
32571,DXB,PEK,7765
32572,DXB,PVG,7765
32573,DXB,SEA,7280
32574,DXB,SFO,7765
32575,DXB,SGN,4911
32576,DXB,SIN,7765
32577,DXB,SVO,6456
32578,DXB,SYD,6456
32579,DXB,TPE,7765
32580,DXB,TUN,2573
32581,DXB,YYZ,7765
32582,EWR,AMS,11535
32583,EWR,ATL,11535
32584,EWR,BCN,8417
32585,EWR,BOG,6229
32586,EWR,BOM,6755
32587,EWR,BOS,8417
32588,EWR,CDG,11535
32589,EWR,CLT,7849
32590,EWR,DEL,10813
32591,EWR,DEN,6755
32592,EWR,DFW,11535
32593,EWR,FRA,11535
32594,EWR,GRU,11535
32595,EWR,HKG,11535
32596,EWR,IAH,11535
32597,EWR,LAS,7849
32598,EWR,LAX,11535
32599,EWR,LHR,11535
32600,EWR,LIM,5717
32601,EWR,MAD,11535
32602,EWR,MCO,7849
32603,EWR,MEX,10196
32604,EWR,MIA,11535
32605,EWR,ORD,11535
32606,EWR,PEK,11535
32607,EWR,PHX,6229
32608,EWR,PVG,11535
32609,EWR,SEA,10813
32610,EWR,SFO,11535
32611,EWR,YYZ,11535
32612,FRA,ADD,3889
32613,FRA,ALG,2668
32614,FRA,AMS,7203
32615,FRA,ATL,7203
32616,FRA,BCN,5255
32617,FRA,BKK,7203
32618,FRA,BOG,3889
32619,FRA,BOM,4218
32620,FRA,BOS,5255
32621,FRA,CAI,6752
32622,FRA,CDG,7203
32623,FRA,CLT,4901
32624,FRA,CMN,3570
32625,FRA,DEL,6752
32626,FRA,DEN,4218
32627,FRA,DFW,7203
32628,FRA,DOH,7203
32629,FRA,DXB,7203
32630,FRA,EWR,7203
32631,FRA,EZE,3570
32632,FRA,GRU,7203
32633,FRA,HKG,7203
32634,FRA,HND,3570
32635,FRA,HRG,569
32636,FRA,IAH,7203
32637,FRA,ICN,7203
32638,FRA,IST,7203
32639,FRA,JED,6366
32640,FRA,JFK,7203
32641,FRA,JNB,4901
32642,FRA,KUL,7203
32643,FRA,LAS,4901
32644,FRA,LAX,7203
32645,FRA,LHR,7203
32646,FRA,LOS,3259
32647,FRA,MAD,7203
32648,FRA,MCO,4901
32649,FRA,MEX,6366
32650,FRA,MIA,7203
32651,FRA,NBO,3259
32652,FRA,ORD,7203
32653,FRA,PEK,7203
32654,FRA,PVG,7203
32655,FRA,SEA,6752
32656,FRA,SFO,7203
32657,FRA,SGN,4555
32658,FRA,SIN,7203
32659,FRA,SVO,5988
32660,FRA,TPE,7203
32661,FRA,TUN,2387
32662,FRA,YYZ,7203
32663,GRU,AMS,12944
32664,GRU,ATL,12944
32665,GRU,BCN,9444
32666,GRU,BOG,6989
32667,GRU,BSB,1345
32668,GRU,CDG,12944
32669,GRU,CLT,8808
32670,GRU,CMN,6415
32671,GRU,DFW,12944
32672,GRU,DOH,12944
32673,GRU,DXB,12944
32674,GRU,EWR,12944
32675,GRU,EZE,6415
32676,GRU,FRA,12944
32677,GRU,IAH,12944
32678,GRU,IST,12944
32679,GRU,JFK,12944
32680,GRU,JNB,8808
32681,GRU,LAX,12944
32682,GRU,LHR,12944
32683,GRU,LIM,6415
32684,GRU,MAD,12944
32685,GRU,MCO,8808
32686,GRU,MEX,11441
32687,GRU,MIA,12944
32688,GRU,ORD,12944
32689,GRU,SCL,4794
32690,GRU,SDU,258
32691,GRU,YYZ,12944
32692,HKG,ADD,5272
32693,HKG,ADL,1562
32694,HKG,AKL,3235
32695,HKG,AMS,9763
32696,HKG,BKK,9763
32697,HKG,BOM,5717
32698,HKG,CAN,9763
32699,HKG,CDG,9763
32700,HKG,CGK,5717
32701,HKG,CKG,4418
32702,HKG,DEL,9152
32703,HKG,DMK,2518
32704,HKG,DOH,9763
32705,HKG,DXB,9763
32706,HKG,EWR,9763
32707,HKG,FRA,9763
32708,HKG,HGH,3616
32709,HKG,HND,4839
32710,HKG,ICN,9763
32711,HKG,IST,9763
32712,HKG,JFK,9763
32713,HKG,JNB,6643
32714,HKG,KMG,4418
32715,HKG,KUL,9763
32716,HKG,LAX,9763
32717,HKG,LHR,9763
32718,HKG,MEL,4839
32719,HKG,MNL,6174
32720,HKG,ORD,9763
32721,HKG,PEK,9763
32722,HKG,PVG,9763
32723,HKG,SFO,9763
32724,HKG,SGN,6174
32725,HKG,SHA,1562
32726,HKG,SIN,9763
32727,HKG,SVO,8117
32728,HKG,SYD,8117
32729,HKG,TPE,9763
32730,HKG,XIY,2869
32731,HKG,YYZ,9763
32732,HND,BKK,9947
32733,HND,CDG,9947
32734,HND,CGK,5825
32735,HND,DXB,9947
32736,HND,FRA,9947
32737,HND,HKG,9947
32738,HND,ICN,9947
32739,HND,KUL,9947
32740,HND,LAX,9947
32741,HND,LHR,9947
32742,HND,MNL,6291
32743,HND,PEK,9947
32744,HND,SEA,9324
32745,HND,SFO,9947
32746,HND,SGN,6291
32747,HND,SHA,1591
32748,HND,SIN,9947
32749,IAH,AMS,11672
32750,IAH,ATL,11672
32751,IAH,BOG,6303
32752,IAH,BOS,8516
32753,IAH,CDG,11672
32754,IAH,CLT,7942
32755,IAH,DEN,6835
32756,IAH,DFW,11672
32757,IAH,DOH,11672
32758,IAH,DXB,11672
32759,IAH,EWR,11672
32760,IAH,EZE,5785
32761,IAH,FRA,11672
32762,IAH,GRU,11672
32763,IAH,ICN,11672
32764,IAH,IST,11672
32765,IAH,LAS,7942
32766,IAH,LAX,11672
32767,IAH,LHR,11672
32768,IAH,LIM,5785
32769,IAH,LOS,5282
32770,IAH,MCO,7942
32771,IAH,MEX,10316
32772,IAH,MIA,11672
32773,IAH,ORD,11672
32774,IAH,PEK,11672
32775,IAH,PHX,6303
32776,IAH,SEA,10942
32777,IAH,SFO,11672
32778,IAH,YYZ,11672
32779,ICN,AKL,2938
32780,ICN,AMS,8866
32781,ICN,ATL,8866
32782,ICN,BKK,8866
32783,ICN,BOM,5192
32784,ICN,CAN,8866
32785,ICN,CDG,8866
32786,ICN,CGK,5192
32787,ICN,CKG,4012
32788,ICN,DEL,8311
32789,ICN,DFW,8866
32790,ICN,DOH,8866
32791,ICN,DXB,8866
32792,ICN,FRA,8866
32793,ICN,HGH,3284
32794,ICN,HKG,8866
32795,ICN,HND,4394
32796,ICN,IAH,8866
32797,ICN,IST,8866
32798,ICN,JFK,8866
32799,ICN,KMG,4012
32800,ICN,KUL,8866
32801,ICN,LAS,6033
32802,ICN,LAX,8866
32803,ICN,LHR,8866
32804,ICN,MAD,8866
32805,ICN,MNL,5607
32806,ICN,NBO,4012
32807,ICN,ORD,8866
32808,ICN,PEK,8866
32809,ICN,PVG,8866
32810,ICN,SEA,8311
32811,ICN,SFO,8866
32812,ICN,SGN,5607
32813,ICN,SIN,8866
32814,ICN,SVO,7371
32815,ICN,SYD,7371
32816,ICN,SZX,2938
32817,ICN,TPE,8866
32818,ICN,XIY,2606
32819,ICN,YYZ,8866
32820,IST,ADD,5458
32821,IST,ALG,3744
32822,IST,AMS,10108
32823,IST,BCN,7375
32824,IST,BKK,10108
32825,IST,BOM,5919
32826,IST,CAI,9476
32827,IST,CAN,10108
32828,IST,CDG,10108
32829,IST,CMN,5010
32830,IST,DEL,9476
32831,IST,DOH,10108
32832,IST,DXB,10108
32833,IST,FRA,10108
32834,IST,GRU,10108
32835,IST,HKG,10108
32836,IST,HRG,799
32837,IST,IAH,10108
32838,IST,ICN,10108
32839,IST,JED,8934
32840,IST,JFK,10108
32841,IST,JNB,6878
32842,IST,KUL,10108
32843,IST,LAX,10108
32844,IST,LGW,3744
32845,IST,LHR,10108
32846,IST,LOS,4574
32847,IST,MAD,10108
32848,IST,NBO,4574
32849,IST,ORD,10108
32850,IST,PEK,10108
32851,IST,PVG,10108
32852,IST,SIN,10108
32853,IST,SVO,8404
32854,IST,TUN,3350
32855,IST,YYZ,10108
32856,JED,ADD,7188
32857,JED,ALG,4930
32858,JED,BOM,7795
32859,JED,CAI,12479
32860,JED,CAN,13311
32861,JED,CDG,13311
32862,JED,CGK,7795
32863,JED,CMN,6597
32864,JED,DEL,12479
32865,JED,DOH,13311
32866,JED,DXB,13311
32867,JED,FRA,13311
32868,JED,IST,13311
32869,JED,JFK,13311
32870,JED,JNB,9058
32871,JED,KUL,13311
32872,JED,LAX,13311
32873,JED,LGW,4930
32874,JED,LHR,13311
32875,JED,MAD,13311
32876,JED,MNL,8419
32877,JED,NBO,6024
32878,JED,SIN,13311
32879,JED,TUN,4411
32880,JED,YYZ,13311
32881,JFK,AMS,8678
32882,JFK,ATL,8678
32883,JFK,BCN,6332
32884,JFK,BOG,4686
32885,JFK,BOS,6332
32886,JFK,CAI,8135
32887,JFK,CDG,8678
32888,JFK,CLT,5905
32889,JFK,CMN,4301
32890,JFK,DEL,8135
32891,JFK,DEN,5082
32892,JFK,DFW,8678
32893,JFK,DOH,8678
32894,JFK,DXB,8678
32895,JFK,EZE,4301
32896,JFK,FRA,8678
32897,JFK,GRU,8678
32898,JFK,HKG,8678
32899,JFK,ICN,8678
32900,JFK,IST,8678
32901,JFK,JED,7670
32902,JFK,JNB,5905
32903,JFK,LAS,5905
32904,JFK,LAX,8678
32905,JFK,LHR,8678
32906,JFK,LIM,4301
32907,JFK,LOS,3927
32908,JFK,MAD,8678
32909,JFK,MCO,5905
32910,JFK,MEX,7670
32911,JFK,MIA,8678
32912,JFK,ORD,8678
32913,JFK,PEK,8678
32914,JFK,PHX,4686
32915,JFK,PVG,8678
32916,JFK,SCL,3214
32917,JFK,SEA,8135
32918,JFK,SFO,8678
32919,JFK,SVO,7215
32920,JFK,TPE,8678
32921,JFK,YYZ,8678
32922,LAS,ATL,11089
32923,LAS,BOS,8091
32924,LAS,CLT,7546
32925,LAS,DEN,6494
32926,LAS,DFW,11089
32927,LAS,EWR,11089
32928,LAS,FRA,11089
32929,LAS,IAH,11089
32930,LAS,ICN,11089
32931,LAS,JFK,11089
32932,LAS,LAX,11089
32933,LAS,LGW,4107
32934,LAS,LHR,11089
32935,LAS,MCO,7546
32936,LAS,MEX,9802
32937,LAS,MIA,11089
32938,LAS,ORD,11089
32939,LAS,PHX,5988
32940,LAS,SEA,10396
32941,LAS,SFO,11089
32942,LAS,YYZ,11089
32943,LHR,ADD,3954
32944,LHR,ALG,2712
32945,LHR,AMS,7322
32946,LHR,ATL,7322
32947,LHR,BCN,5343
32948,LHR,BKK,7322
32949,LHR,BOM,4288
32950,LHR,BOS,5343
32951,LHR,CAI,6864
32952,LHR,CAN,7322
32953,LHR,CDG,7322
32954,LHR,CLT,4982
32955,LHR,CMN,3629
32956,LHR,CPT,578
32957,LHR,DEL,6864
32958,LHR,DEN,4288
32959,LHR,DFW,7322
32960,LHR,DOH,7322
32961,LHR,DXB,7322
32962,LHR,EWR,7322
32963,LHR,EZE,3629
32964,LHR,FRA,7322
32965,LHR,GRU,7322
32966,LHR,HKG,7322
32967,LHR,HND,3629
32968,LHR,IAH,7322
32969,LHR,ICN,7322
32970,LHR,IST,7322
32971,LHR,JED,6472
32972,LHR,JFK,7322
32973,LHR,JNB,4982
32974,LHR,KUL,7322
32975,LHR,LAS,4982
32976,LHR,LAX,7322
32977,LHR,LOS,3313
32978,LHR,MAD,7322
32979,LHR,MEX,6472
32980,LHR,MIA,7322
32981,LHR,MNL,4631
32982,LHR,NBO,3313
32983,LHR,ORD,7322
32984,LHR,PEK,7322
32985,LHR,PHX,3954
32986,LHR,PVG,7322
32987,LHR,SEA,6864
32988,LHR,SFO,7322
32989,LHR,SIN,7322
32990,LHR,SVO,6087
32991,LHR,TUN,2426
32992,LHR,YYZ,7322
32993,LIM,AMS,10364
32994,LIM,ATL,10364
32995,LIM,BOG,5596
32996,LIM,CDG,10364
32997,LIM,CLO,586
32998,LIM,DFW,10364
32999,LIM,EWR,10364
33000,LIM,EZE,5136
33001,LIM,GRU,10364
33002,LIM,IAH,10364
33003,LIM,JFK,10364
33004,LIM,LAX,10364
33005,LIM,MAD,10364
33006,LIM,MEX,9160
33007,LIM,MIA,10364
33008,LIM,SCL,3838
33009,LIM,YYZ,10364
33010,MAD,ALG,4119
33011,MAD,AMS,11121
33012,MAD,ATL,11121
33013,MAD,BCN,8114
33014,MAD,BKK,11121
33015,MAD,BOG,6005
33016,MAD,BOS,8114
33017,MAD,CAI,10425
33018,MAD,CDG,11121
33019,MAD,CLO,629
33020,MAD,CMN,5512
33021,MAD,DFW,11121
33022,MAD,DOH,11121
33023,MAD,DXB,11121
33024,MAD,EWR,11121
33025,MAD,EZE,5512
33026,MAD,FRA,11121
33027,MAD,GRU,11121
33028,MAD,ICN,11121
33029,MAD,IST,11121
33030,MAD,JED,9830
33031,MAD,JFK,11121
33032,MAD,LAX,11121
33033,MAD,LGW,4119
33034,MAD,LHR,11121
33035,MAD,LIM,5512
33036,MAD,LOS,5033
33037,MAD,MEX,9830
33038,MAD,MIA,11121
33039,MAD,ORD,11121
33040,MAD,PEK,11121
33041,MAD,SCL,4119
33042,MAD,SVO,9246
33043,MAD,TUN,3686
33044,MCO,ATL,11374
33045,MCO,BOG,6142
33046,MCO,BOS,8299
33047,MCO,CLT,7739
33048,MCO,DEN,6660
33049,MCO,DFW,11374
33050,MCO,EWR,11374
33051,MCO,FRA,11374
33052,MCO,GRU,11374
33053,MCO,IAH,11374
33054,MCO,JFK,11374
33055,MCO,LAS,7739
33056,MCO,LAX,11374
33057,MCO,LGW,4213
33058,MCO,MEX,10053
33059,MCO,MIA,11374
33060,MCO,ORD,11374
33061,MCO,PHX,6142
33062,MCO,SEA,10662
33063,MCO,SFO,11374
33064,MCO,YYZ,11374
33065,MEL,ADL,1809
33066,MEL,AKL,3748
33067,MEL,BKK,11309
33068,MEL,CAN,11309
33069,MEL,CBR,415
33070,MEL,CGK,6622
33071,MEL,DEL,10601
33072,MEL,DOH,11309
33073,MEL,DXB,11309
33074,MEL,HKG,11309
33075,MEL,KUL,11309
33076,MEL,LAX,11309
33077,MEL,MNL,7152
33078,MEL,PVG,11309
33079,MEL,SGN,7152
33080,MEL,SIN,11309
33081,MEL,SYD,9402
33082,MEX,AMS,12585
33083,MEX,ATL,12585
33084,MEX,BOG,6796
33085,MEX,CDG,12585
33086,MEX,CLT,8564
33087,MEX,DEN,7370
33088,MEX,DFW,12585
33089,MEX,EWR,12585
33090,MEX,EZE,6237
33091,MEX,FRA,12585
33092,MEX,GRU,12585
33093,MEX,IAH,12585
33094,MEX,JFK,12585
33095,MEX,LAS,8564
33096,MEX,LAX,12585
33097,MEX,LHR,12585
33098,MEX,LIM,6237
33099,MEX,MAD,12585
33100,MEX,MCO,8564
33101,MEX,MIA,12585
33102,MEX,ORD,12585
33103,MEX,PHX,6796
33104,MEX,SCL,4661
33105,MEX,SFO,12585
33106,MEX,YYZ,12585
33107,MIA,AMS,12324
33108,MIA,ATL,12324
33109,MIA,BCN,8992
33110,MIA,BOG,6655
33111,MIA,BOS,8992
33112,MIA,BSB,1280
33113,MIA,CDG,12324
33114,MIA,CLO,697
33115,MIA,CLT,8386
33116,MIA,DEN,7217
33117,MIA,DFW,12324
33118,MIA,EWR,12324
33119,MIA,EZE,6108
33120,MIA,FRA,12324
33121,MIA,GRU,12324
33122,MIA,IAH,12324
33123,MIA,JFK,12324
33124,MIA,LAS,8386
33125,MIA,LAX,12324
33126,MIA,LHR,12324
33127,MIA,LIM,6108
33128,MIA,MAD,12324
33129,MIA,MCO,8386
33130,MIA,MEX,10893
33131,MIA,ORD,12324
33132,MIA,PHX,6655
33133,MIA,SCL,4565
33134,MIA,SEA,11553
33135,MIA,SFO,12324
33136,MIA,SVO,10246
33137,MIA,YYZ,12324
33138,MNL,BKK,10585
33139,MNL,CAN,10585
33140,MNL,CGK,6198
33141,MNL,DOH,10585
33142,MNL,DXB,10585
33143,MNL,HKG,10585
33144,MNL,HND,5246
33145,MNL,ICN,10585
33146,MNL,JED,9356
33147,MNL,KUL,10585
33148,MNL,LAX,10585
33149,MNL,LHR,10585
33150,MNL,MEL,5246
33151,MNL,PEK,10585
33152,MNL,PVG,10585
33153,MNL,SFO,10585
33154,MNL,SGN,6694
33155,MNL,SIN,10585
33156,MNL,SYD,8800
33157,MNL,TPE,10585
33158,ORD,AMS,10847
33159,ORD,ATL,10847
33160,ORD,BOS,7915
33161,ORD,CDG,10847
33162,ORD,CLT,7381
33163,ORD,DEL,10169
33164,ORD,DEN,6352
33165,ORD,DFW,10847
33166,ORD,DOH,10847
33167,ORD,EWR,10847
33168,ORD,FRA,10847
33169,ORD,GRU,10847
33170,ORD,HKG,10847
33171,ORD,IAH,10847
33172,ORD,ICN,10847
33173,ORD,IST,10847
33174,ORD,JFK,10847
33175,ORD,LAS,7381
33176,ORD,LAX,10847
33177,ORD,LHR,10847
33178,ORD,MAD,10847
33179,ORD,MCO,7381
33180,ORD,MEX,9588
33181,ORD,MIA,10847
33182,ORD,PEK,10847
33183,ORD,PHX,5857
33184,ORD,PVG,10847
33185,ORD,SEA,10169
33186,ORD,SFO,10847
33187,ORD,YYZ,10847
33188,PEK,ADD,4786
33189,PEK,ALG,3283
33190,PEK,AMS,8864
33191,PEK,BKK,8864
33192,PEK,CAI,8309
33193,PEK,CAN,8864
33194,PEK,CDG,8864
33195,PEK,CGK,5191
33196,PEK,CKG,4011
33197,PEK,DEL,8309
33198,PEK,DOH,8864
33199,PEK,DXB,8864
33200,PEK,EWR,8864
33201,PEK,FRA,8864
33202,PEK,HGH,3283
33203,PEK,HKG,8864
33204,PEK,HND,4393
33205,PEK,IAH,8864
33206,PEK,ICN,8864
33207,PEK,IST,8864
33208,PEK,JFK,8864
33209,PEK,JNB,6031
33210,PEK,KMG,4011
33211,PEK,KUL,8864
33212,PEK,LAX,8864
33213,PEK,LGW,3283
33214,PEK,LHR,8864
33215,PEK,MAD,8864
33216,PEK,MNL,5606
33217,PEK,ORD,8864
33218,PEK,PVG,8864
33219,PEK,SEA,8309
33220,PEK,SFO,8864
33221,PEK,SGN,5606
33222,PEK,SHA,1418
33223,PEK,SIN,8864
33224,PEK,SVO,7369
33225,PEK,SYD,7369
33226,PEK,SZX,2937
33227,PEK,TPE,8864
33228,PEK,XIY,2605
33229,PEK,YYZ,8864
33230,PHX,ATL,10013
33231,PHX,BOS,7306
33232,PHX,CLT,6814
33233,PHX,DEN,5864
33234,PHX,DFW,10013
33235,PHX,EWR,10013
33236,PHX,IAH,10013
33237,PHX,JFK,10013
33238,PHX,LAS,6814
33239,PHX,LAX,10013
33240,PHX,LHR,10013
33241,PHX,MCO,6814
33242,PHX,MEX,8850
33243,PHX,MIA,10013
33244,PHX,ORD,10013
33245,PHX,SEA,9387
33246,PHX,SFO,10013
33247,PHX,YYZ,10013
33248,PVG,ADD,5531
33249,PVG,AKL,3395
33250,PVG,AMS,10243
33251,PVG,BKK,10243
33252,PVG,CAN,10243
33253,PVG,CDG,10243
33254,PVG,CGK,5999
33255,PVG,CKG,4635
33256,PVG,DEL,9603
33257,PVG,DOH,10243
33258,PVG,DXB,10243
33259,PVG,EWR,10243
33260,PVG,FRA,10243
33261,PVG,HKG,10243
33262,PVG,ICN,10243
33263,PVG,IST,10243
33264,PVG,JFK,10243
33265,PVG,KMG,4635
33266,PVG,KUL,10243
33267,PVG,LAX,10243
33268,PVG,LHR,10243
33269,PVG,MEL,5077
33270,PVG,MNL,6478
33271,PVG,ORD,10243
33272,PVG,PEK,10243
33273,PVG,SEA,9603
33274,PVG,SFO,10243
33275,PVG,SGN,6478
33276,PVG,SIN,10243
33277,PVG,SVO,8516
33278,PVG,SYD,8516
33279,PVG,SZX,3395
33280,PVG,TPE,10243
33281,PVG,XIY,3011
33282,PVG,YYZ,10243
33283,SEA,AMS,12022
33284,SEA,ATL,12022
33285,SEA,BOS,8772
33286,SEA,CDG,12022
33287,SEA,CLT,8180
33288,SEA,DEN,7040
33289,SEA,DFW,12022
33290,SEA,DXB,12022
33291,SEA,EWR,12022
33292,SEA,FRA,12022
33293,SEA,HND,5958
33294,SEA,IAH,12022
33295,SEA,ICN,12022
33296,SEA,JFK,12022
33297,SEA,LAS,8180
33298,SEA,LAX,12022
33299,SEA,LHR,12022
33300,SEA,MCO,8180
33301,SEA,MIA,12022
33302,SEA,ORD,12022
33303,SEA,PEK,12022
33304,SEA,PHX,6492
33305,SEA,PVG,12022
33306,SEA,SFO,12022
33307,SEA,TPE,12022
33308,SEA,YYZ,12022
33309,SFO,AKL,3681
33310,SFO,AMS,11107
33311,SFO,ATL,11107
33312,SFO,BOS,8104
33313,SFO,CDG,11107
33314,SFO,CLT,7558
33315,SFO,DEN,6504
33316,SFO,DFW,11107
33317,SFO,DXB,11107
33318,SFO,EWR,11107
33319,SFO,FRA,11107
33320,SFO,HKG,11107
33321,SFO,HND,5505
33322,SFO,IAH,11107
33323,SFO,ICN,11107
33324,SFO,JFK,11107
33325,SFO,LAS,7558
33326,SFO,LAX,11107
33327,SFO,LHR,11107
33328,SFO,MCO,7558
33329,SFO,MEX,9817
33330,SFO,MIA,11107
33331,SFO,MNL,7024
33332,SFO,ORD,11107
33333,SFO,PEK,11107
33334,SFO,PHX,5998
33335,SFO,PVG,11107
33336,SFO,SEA,10412
33337,SFO,SYD,9234
33338,SFO,TPE,11107
33339,SFO,YYZ,11107
33340,SVO,ALG,4361
33341,SVO,AMS,11774
33342,SVO,BCN,8591
33343,SVO,BKK,11774
33344,SVO,CAI,11038
33345,SVO,CAN,11774
33346,SVO,CDG,11774
33347,SVO,CMN,5835
33348,SVO,DEL,11038
33349,SVO,DXB,11774
33350,SVO,FRA,11774
33351,SVO,HKG,11774
33352,SVO,HRG,930
33353,SVO,ICN,11774
33354,SVO,IST,11774
33355,SVO,JFK,11774
33356,SVO,LAX,11774
33357,SVO,LHR,11774
33358,SVO,MAD,11774
33359,SVO,MIA,11774
33360,SVO,PEK,11774
33361,SVO,PVG,11774
33362,SVO,SGN,7447
33363,SVO,YYZ,11774
33364,SYD,ADL,2178
33365,SYD,AKL,4513
33366,SYD,BKK,13617
33367,SYD,CAN,13617
33368,SYD,CBR,500
33369,SYD,CGK,7974
33370,SYD,CKG,6162
33371,SYD,DEL,12765
33372,SYD,DFW,13617
33373,SYD,DXB,13617
33374,SYD,HKG,13617
33375,SYD,ICN,13617
33376,SYD,JNB,9266
33377,SYD,KUL,13617
33378,SYD,LAX,13617
33379,SYD,MEL,6749
33380,SYD,MNL,8612
33381,SYD,PEK,13617
33382,SYD,PVG,13617
33383,SYD,SCL,5044
33384,SYD,SFO,13617
33385,SYD,SGN,8612
33386,SYD,SIN,13617
33387,SYD,TPE,13617
33388,TPE,AMS,13070
33389,TPE,BKK,13070
33390,TPE,CAN,13070
33391,TPE,CDG,13070
33392,TPE,CGK,7654
33393,TPE,CKG,5914
33394,TPE,DEL,12252
33395,TPE,DXB,13070
33396,TPE,FRA,13070
33397,TPE,HGH,4841
33398,TPE,HKG,13070
33399,TPE,HND,6477
33400,TPE,ICN,13070
33401,TPE,JFK,13070
33402,TPE,KMG,5914
33403,TPE,KUL,13070
33404,TPE,LAX,13070
33405,TPE,MNL,8266
33406,TPE,PEK,13070
33407,TPE,PVG,13070
33408,TPE,SEA,12252
33409,TPE,SFO,13070
33410,TPE,SGN,8266
33411,TPE,SIN,13070
33412,TPE,SYD,10866
33413,TPE,SZX,4331
33414,TPE,XIY,3841
33415,TPE,YYZ,13070
33416,YYZ,ADD,4997
33417,YYZ,AMS,9254
33418,YYZ,ATL,9254
33419,YYZ,BCN,6752
33420,YYZ,BOG,4997
33421,YYZ,BOS,6752
33422,YYZ,CAI,8675
33423,YYZ,CDG,9254
33424,YYZ,CLT,6297
33425,YYZ,DEN,5419
33426,YYZ,DFW,9254
33427,YYZ,DXB,9254
33428,YYZ,EWR,9254
33429,YYZ,FRA,9254
33430,YYZ,GRU,9254
33431,YYZ,HKG,9254
33432,YYZ,IAH,9254
33433,YYZ,ICN,9254
33434,YYZ,IST,9254
33435,YYZ,JED,8179
33436,YYZ,JFK,9254
33437,YYZ,LAS,6297
33438,YYZ,LAX,9254
33439,YYZ,LGW,3427
33440,YYZ,LHR,9254
33441,YYZ,LIM,4586
33442,YYZ,MCO,6297
33443,YYZ,MEX,8179
33444,YYZ,MIA,9254
33445,YYZ,ORD,9254
33446,YYZ,PEK,9254
33447,YYZ,PHX,4997
33448,YYZ,PVG,9254
33449,YYZ,SCL,3427
